epoch,accuracy,loss,val_accuracy,val_loss
0,0.5364339351654053,1.1280544996261597,0.5556083917617798,1.0683568716049194
1,0.5358233451843262,1.1239513158798218,0.5049905180931091,1.176642894744873
2,0.5414206981658936,1.119091510772705,0.5646387934684753,1.057098627090454
3,0.5429472923278809,1.1352475881576538,0.553231954574585,1.0713849067687988
4,0.5377569794654846,1.1290841102600098,0.5548954606056213,1.0841431617736816
5,0.5561774969100952,1.1074016094207764,0.5396863222122192,1.1350547075271606
6,0.5527172684669495,1.1050359010696411,0.5206748843193054,1.149520993232727
7,0.5560756921768188,1.0951069593429565,0.5489543676376343,1.123165249824524
